id,name,min_far,max_height,min_front_setback,side_setback,rear_setback,city,max_far,max_front_setback,min_dua,max_dua,coverage,max_du_per_parcel,min_lot_size,id_class,city_name
5509,Utilities,,,,,,35,,,,,,,,5509,
5511,Park,,,,,,35,,,,,,,,5511,
5512,Greenbelt,,,,,,35,,,,,,,,5512,
5513,Ridge,,,,,,35,,,,,,,,5513,
5514,Sandy Beach,,,,,,35,,,,,,,,5514,
5515,Agriculture,,35.0,25.0,20.0,25.0,35,,,,4.591000000000001e-06,30.0,,,5515,
5516,Special Area,,,,,,35,,,,,,,,5516,
5517,ROW,,,,,,35,,,,,,,,5517,
5601,613 - Residential Low/Medium,,28.0,,,,36,,,,1.0,,,,5601,
5602,613 - Residential Low,,28.0,,,,36,,,,1.0,,,,5602,
5603,613 - Conservation Residential,,28.0,,,,36,,,,0.5,,,,5603,
5604,613 - Open Residential,,28.0,,,,36,,,,0.33,,,,5604,
5605,613 - Local Shopping & Service,,20.0,,,,36,0.18,,,,,,,5605,
5606,613 - Neighborhood Community,,20.0,,,,36,0.28,,,,,,,5606,
5607,613 - Institutions,,,,,,36,,,,,,,,5607,
5608,613 - Open Space Preserve,,,,,,36,,,,,,,,5608,
5609,613 - Open Space-Limited Development,,,,,,36,,,,,,,,5609,
5610,"613 - Parks, Recreation Areas and Open Spaces",,,,,,36,,,,,,,,5610,
5611,613 - Parkway & Greenway,,,,,,36,,,,,,,,5611,
5612,613 - Regional Park/Private Regional Facility,,,,,,36,,,,,,,,5612,
5613,613 - Low Intensity Academic Reserve,,,,,,36,,,,,,,,5613,
5616,613 - PUD: The Sequoias,,28.0,,,,36,,,,20.0,,,,5616,
5701,RH-40,,28.0,25.0,7.0,25.0,37,,,,1.089,40.0,,40000.0,5701,
5702,RH-20,,28.0,25.0,7.0,25.0,37,,,,2.178,40.0,,20000.0,5702,
5703,RH-15,,28.0,25.0,7.0,25.0,37,,,,2.904,40.0,,15000.0,5703,
5704,RH-12,,28.0,25.0,7.0,25.0,37,,,,3.63,40.0,,12000.0,5704,
5705,RH,,28.0,25.0,7.0,25.0,37,,,,4.356,40.0,,10000.0,5705,
5706,R-1-30,,28.0,15.0,6.0,20.0,37,,,,1.452,40.0,,30000.0,5706,
5707,R-1-20,,28.0,15.0,6.0,20.0,37,,,,2.178,40.0,,20000.0,5707,
5708,R-1-12,,28.0,15.0,6.0,20.0,37,,,,3.63,40.0,,12000.0,5708,
5709,R-1-10,,28.0,15.0,6.0,20.0,37,,,,4.356,40.0,,10000.0,5709,
5710,R-1-9,,28.0,15.0,6.0,20.0,37,,,,4.84,40.0,,9000.0,5710,
5711,R-1-8,,28.0,15.0,6.0,20.0,37,,,,5.445,40.0,,8000.0,5711,
5712,R-1-7,,28.0,15.0,6.0,20.0,37,,,,6.2228571420000005,40.0,,7000.0,5712,
5713,R-1,,28.0,15.0,6.0,20.0,37,,,,7.26,40.0,,6000.0,5713,
5714,R-2,,28.0,15.0,6.0,20.0,37,,,,17.424,40.0,,5000.0,5714,
5715,R-3,,35.0,15.0,6.0,20.0,37,,,,21.78,60.0,,5000.0,5715,
5716,R-4,,45.0,15.0,6.0,20.0,37,,,,29.04,60.0,,5000.0,5716,
5717,R-5,,75.0,15.0,6.0,20.0,37,3.5,,,43.56,60.0,,5000.0,5717,
5718,MH,,30.0,20.0,20.0,20.0,37,,,,14.52,25.0,,130680.0,5718,
5719,CG-R,,75.0,0.0,0.0,0.0,37,3.5,,,43.56,60.0,,5000.0,5719,
5720,RH-20-T,,28.0,25.0,7.0,25.0,37,,,,2.178,40.0,,20000.0,5720,
5721,R-4-O,,45.0,15.0,6.0,20.0,37,3.0,,,29.04,60.0,,5000.0,5721,
5722,R-4-T,,45.0,15.0,6.0,20.0,37,,,,29.04,60.0,,5000.0,5722,
5723,R-5-O,,75.0,15.0,6.0,20.0,37,3.0,,,43.56,60.0,,5000.0,5723,
5724,CBR,,100.0,0.0,0.0,0.0,37,3.0,,,75.0,,,2500.0,5724,
5725,P,,92.0,0.0,0.0,0.0,37,3.0,,,75.0,,,2500.0,5725,
5731,PO,,35.0,15.0,5.0,5.0,37,1.5,,,,60.0,,6000.0,5731,
5733,CN,,35.0,0.0,0.0,10.0,37,0.4,,,,,,5000.0,5733,
5734,CB,,100.0,0.0,0.0,0.0,37,3.0,,,75.0,,,2500.0,5734,
5735,CG,,75.0,0.0,0.0,0.0,37,1.5,,,,60.0,,5000.0,5735,
5736,CP,,100.0,25.0,10.0,25.0,37,0.75,,,,30.0,,43560.0,5736,
5738,IR,,75.0,0.0,0.0,0.0,37,0.7,,,,70.0,,10000.0,5738,
5739,IR-T,,75.0,0.0,0.0,0.0,37,0.7,,,,70.0,,10000.0,5739,
5741,IP,,50.0,25.0,10.0,15.0,37,0.4,,,,50.0,,20000.0,5741,
5742,IP-10,,50.0,25.0,10.0,15.0,37,0.4,,,,50.0,,10000.0,5742,
5743,IP-T,,50.0,25.0,10.0,15.0,37,0.4,,,,50.0,,20000.0,5743,
5744,IP-V,,50.0,25.0,10.0,15.0,37,0.7,,,,50.0,,20000.0,5744,
5745,GI,,100.0,0.0,0.0,15.0,37,1.5,,,,70.0,,20000.0,5745,
5746,PF,,35.0,,,,37,1.0,,,,,,,5746,
5747,TP,,,,,,37,,,,,,,,5747,
5748,TP-W,,,,,,37,,,,,,,,5748,
5750,ROW,,,,,,37,,,,,,,,5750,
5751,DTPP-Entertainment District 35,,35.0,,,,37,2.5,,,20.0,,,,5751,
5752,DTPP-Entertainment District 92,,92.0,,,,37,4.5,,,70.0,,,,5752,
5754,DTPP-Entertainment District 136,,136.0,,,,37,6.5,,,70.0,,,,5754,
5755,DTPP-Downtown Core 35,,35.0,,,,37,2.5,,,20.0,,,,5755,
5756,DTPP-Downtown Core 59,,59.0,,,,37,3.0,,,40.0,,,,5756,
5757,DTPP-Downtown Core 92,,92.0,,,,37,4.5,,,70.0,,,,5757,
5758,DTPP-Downtown Core 114,,114.0,,,,37,5.5,,,70.0,,,,5758,
5759,DTPP-Downtown Core 136,,136.0,,,,37,6.5,,,70.0,,,,5759,
5760,DTPP-Downtown General 35,,35.0,,,,37,2.0,,,20.0,,,,5760,
5761,DTPP-Downtown General 48,,48.0,,,,37,2.5,,,30.0,,,,5761,
5762,DTPP-Downtown General 59,,59.0,,,,37,3.0,,,40.0,,,,5762,
5763,DTPP-Downtown General 92,,92.0,,,,37,4.5,,,70.0,,,,5763,
5764,DTPP-Downtown General 114,,114.0,,,,37,5.5,,,70.0,,,,5764,
5765,DTPP-Downtown General 136,,136.0,,,,37,6.5,,,70.0,,,,5765,
5766,DTPP-Open Space,,,,,,37,,,,,,,,5766,
5802,Low Density Residential,,30.0,15.0,5.0,10.0,38,,,,8.0,80.0,,,5802,
5803,Medium Density Residential,,50.0,15.0,5.0,10.0,38,,,,24.0,60.0,,,5803,
5804,High Density Residential,,50.0,15.0,5.0,10.0,38,,,,40.0,60.0,,,5804,
5806,Central Business District,,50.0,0.0,0.0,0.0,38,3.0,,,40.0,100.0,,,5806,
5807,Transit-Oriented Development,,50.0,0.0,0.0,0.0,38,3.0,,,40.0,100.0,,,5807,
5810,Regional Commercial,,50.0,0.0,0.0,0.0,38,1.2,,,,80.0,,,5810,
5812,Regional Office,,45.0,25.0,15.0,15.0,38,1.5,,,,40.0,,,5812,
5813,Industrial,,35.0,0.0,0.0,0.0,38,1.5,,,,60.0,,,5813,
5814,Public/Quasi-public,,,,,,38,,,,,,,43560.0,5814,
5815,Parks/Open Space,,,,,,38,,,,,,,43560.0,5815,
5901,701 - Low density residential (less than 3 units/Gr. acre),,35.0,,,,39,,,,3.5,,,,5901,
5902,701 - Low density residential (less than 4.5 units/Gr. acre),,35.0,,,,39,,,,4.5,,,,5902,
5903,701 - Low density residential (less than 6 units/Gr. acre),,35.0,,,,39,,,,6.0,,,,5903,
5904,701 - Low - Medium density residential (6-13 units/Gr. acre),,35.0,,,,39,,,,13.0,,,,5904,
5905,701 - Medium density residential (14-20 units/Gr. acre),,35.0,,,,39,,,,20.0,,,,5905,
5906,701 - High density residential (21-27 units/Gr. acre),,40.0,,,,39,,,,27.0,,,,5906,
5907,701 - Mobile home park,,,,,,39,,,,13.0,,,,5907,
5908,701 - Central Commercial,,45.0,,,,39,1.25,,,75.0,,,,5908,
5909,701 - General Commercial,,75.0,10.0,5.0,10.0,39,0.4,,,,,,,5909,
5910,701 - Neighborhood Commercial,,35.0,15.0,5.0,10.0,39,0.4,,,75.0,,,,5910,
5911,701 - Professional Office,,35.0,15.0,5.0,5.0,39,0.4,,,,,,,5911,
5912,701 - Low - Medium density residential/Office,,,,,,39,0.4,,,13.0,,,,5912,
5913,701 - Medium to High Density Residential/ Commercial,,,,,,39,0.4,,,27.0,,,,5913,
5914,701 - Residential/ Commercial/ Office,,,,,,39,0.4,,,75.0,,,,5914,
5915,701 - Commercial and/or industrial,,,,,,39,0.4,,,,,,,5915,
5916,701 - Research and Development,,45.0,20.0,10.0,10.0,39,0.4,,,,,,,5916,
5917,701 - Light Industrial,,45.0,10.0,5.0,10.0,39,0.4,,,,,,,5917,
5918,701 - Institutional,,,,,,39,1.5,,,,,,,5918,
5919,701 - Open Space,,,,,,39,0.4,,,,,,,5919,
6101,704 - Single Family_1,,,,,,41,,,,2.0,,,,6101,
6102,704 - Single Family_2,,,,,,41,,,,4.0,,,,6102,
6103,"704 - Single Family_3, Small Lot",,,,,,41,,,,10.0,,,,6103,
6104,704 - Low Density Multi-Family,,,,,,41,,,,15.0,,,,6104,
6106,704 - Medium Density Multi-Family,,,,,,41,,,,38.0,,,,6106,
6107,704 - Neighborhood Commercial,,,,,,41,0.5,,,75.0,,,,6107,
6108,704 - Downtown Commercial,,,,,,41,2.0,,,75.0,,,,6108,
6109,704 - Thoroughfare Commercial,,,,,,41,1.5,,,75.0,,,,6109,
6110,704 - Public Schools,,,,,,41,0.6,,,,,,,6110,
6111,704 - Private Schools,,,,,,41,1.0,,,,,,,6111,
6112,704 - Public/Institutional/Utilities/Parking,,,,,,41,0.6,,,75.0,,,,6112,
6113,704 - Parks,,,,,,41,0.4,,,,,,,6113,
6114,704 - Other Open Space,,,,,,41,0.6,,,,,,,6114,
6115,704 - Planned Community,,,,,,41,0.9,,,16.0,,,,6115,
6201,705 - Very Low to Low Density Residential,,32.0,,30.0,30.0,42,0.137741046,,,1.0,,,43560.0,6201,
6203,705 - Open Space Preserve,,32.0,,,,42,,,,,,,43560.0,6203,
6204,705 - Open Space Conservation Area,,32.0,,,,42,,,,1.0,,,43560.0,6204,
6205,705 - Recreation Area-Public,,32.0,,,,42,,,,,,,43560.0,6205,
6206,705 - Recreation Area-Private,,32.0,,,,42,,,,,,,43560.0,6206,
6207,705 - Institutions,,32.0,,,,42,0.137741046,,,,,,43560.0,6207,
6301,Hillside Residential,,30.0,,,,43,,,,1.0,,,,6301,
6302,Low Density Residential,,30.0,,,,43,,,,5.0,40.0,,,6302,
6303,Medium Density Residential,,30.0,,,,43,,,,12.0,40.0,,,6303,
6304,High Density Residential,,35.0,25.0,8.0,20.0,43,,,,20.0,40.0,,,6304,
6306,Office Professional,,35.0,25.0,10.0,20.0,43,0.8,,,,40.0,,8000.0,6306,
6307,Central Business District,,45.0,10.0,0.0,0.0,43,0.6,,,,,,,6307,
6308,Mixed Use Commercial,,35.0,,,,43,3.0,,,,,,,6308,
6309,Neighborhood Commercial,,35.0,15.0,0.0,0.0,43,1.0,,,,50.0,,,6309,
6310,Service Commercial,,35.0,15.0,0.0,0.0,43,1.0,,,,50.0,,,6310,
6311,Light Industrial,,35.0,15.0,0.0,0.0,43,1.0,,,,50.0,,,6311,
6312,Public,,35.0,25.0,10.0,20.0,43,0.8,,,,40.0,,,6312,
6313,Agriculture,,,,,,43,,,,,,,,6313,
6314,Open Space,,,,,,43,,,,,,,,6314,
6315,ROW,,,,,,43,,,,,,,,6315,
6401,SFL,,,,,,44,,,,5.0,,,,6401,
6402,SMD,,,,,,44,,,,15.0,,,,6402,
6403,MFM,,,,,,44,,,,11.0,,,,6403,
6404,MFH,,,,,,44,,,,20.0,,,,6404,
6406,VHD,,,,,,44,,,,60.0,,,,6406,
6408,URR,,,,,,44,3.0,,,75.0,,,,6408,
6409,MHP,,,,,,44,,,,7.0,,,,6409,
6410,MXD,,,,,,44,1.0,,,40.0,,,,6410,
6411,RRMU,,,,,,44,1.5,,,50.0,,,,6411,
6412,BVMU,,,,,,44,1.5,,,75.0,,,,6412,
6413,TC,,,,,,44,0.85,,,40.0,,,,6413,
6414,GNC,,,,,,44,0.5,,,,,,,6414,
6415,RSC,,,,,,44,0.35,,,,,,,6415,
6416,PAO,,,,,,44,0.5,,,,,,,6416,
6418,HWS,,,,,,44,3.0,,,,,,,6418,
6419,INP,,,,,,44,0.5,,,,,,,6419,
6420,MFG,,,,,,44,0.4,,,,,,,6420,
6421,HVL,,,,,,44,,,,0.1,,,,6421,
6422,HLD,,,,,,44,,,,1.0,,,,6422,
6423,HMD,,,,,,44,,,,3.0,,,,6423,
6424,Waterways,,,,,,44,,,,,,,,6424,
6425,PF,,,,,,44,,,,,,,,6425,
6426,POS,,,,,,44,,,,,,,,6426,
6427,ROW,,,,,,44,,,,,,,,6427,
6501,601 - Low Density Single Family,,34.0,60.0,50.0,60.0,45,0.18,,,1.0,,,,6501,
6503,601 - Public Facilities or School,,34.0,60.0,75.0,75.0,45,1.5,,,,40.0,,,6503,
6504,601 - Parks or Open Space,,34.0,60.0,,60.0,45,,,,,20.0,,,6504,
6601,602 - Hilltop Residential Open Space,,28.0,15.0,7.0,15.0,46,0.5329999999999999,,,1.5,,,9600.0,6601,
6602,602 - Residential Low Density,,28.0,,,,46,0.5329999999999999,,,7.0,,,5000.0,6602,
6603,602 - Residential Medium Density,,35.0,,,,46,0.6,,,20.0,,,6000.0,6603,
6604,602 - Residential High Density,,50.0,,,,46,1.4,,,30.0,,,,6604,
6605,602 - Neighborhood Commercial,,,,,,46,0.8,,,,,,,6605,
6606,602 - Commercial Highway,,,,,,46,1.5,,,,,,,6606,
6607,602 - Commercial Service,,,,,,46,1.8,,,,,,,6607,
6608,602 - Commercial Office,,,,,,46,1.5,,,,,,,6608,
6609,602 - Commercial General,,,,,,46,1.2,,,,,,,6609,
6610,602 - Commercial/Residential Mix,,,,,,46,0.8,,,7.0,,,,6610,
6611,602 - Industrial - Light,,,,,,46,1.5,,,,,,,6611,
6613,602 - Public Facilities and Services,,,,,,46,1.5,,,,,,,6613,
6614,602 - Institutions,,,,,,46,1.5,,,,,,,6614,
6615,602 - Mixed Use,,50.0,,,,46,0.8,,,30.0,,,,6615,
6617,602 - Open Space,,,,,,46,,,,,,,,6617,
6701,603 - Neighborhood Commercial/ Retail/ Office,,,,,,47,2.4,,,,,,,6701,
6702,603 - Subregional Commercial/ Retail/ Office,,,,,,47,2.8,,,,,,,6702,
6703,603 - Sierra Point Commercial/ Retail/ Office,,,,,,47,4.8,,,,,,,6703,
6704,603 - Heavy Commercial,,,,,,47,1.0,,,,,,,6704,
6705,603 - Aquatic Areas,,,,,,47,,,,,,,,6705,
6706,603 - Open Space,,,,,,47,,,,,,,,6706,
6707,603 - Public Facilities and Parks,,,,,,47,1.5,,,,,,,6707,
6708,603 - Residential (0-2 du/ac),,,,,,47,,,,2.0,,,,6708,
6709,603 - Residential (2.5- 14 du/ac),,,,,,47,,,,14.0,,,,6709,
6710,603 - Residential (6.23 du/ac),,,,,,47,,,,6.23,,,,6710,
6711,603 - Residential (15-30 du/ac),,,,,,47,,,,30.0,,,,6711,
6712,603 - Trade Commercial,,,,,,47,2.0,,,,,,,6712,
6713,603 - Quarry,,,,,,47,2.0,,,,,,,6713,
6801,604 - Low Density,,30.0,15.0,,15.0,48,,,,8.0,40.0,,,6801,
6802,604 - Medium Density,,30.0,15.0,,15.0,48,,,,20.0,40.0,,,6802,
6803,604 - Medium High Density,,55.0,15.0,,,48,,,,50.0,50.0,,,6803,
6804,604 - High Density,,75.0,15.0,,,48,,,,50.0,,,,6804,
6805,604 - Shopping & Service,,,,,,48,3.0,,,,,,5000.0,6805,
6806,604 - Service & Special Sales,,,,,,48,3.0,,,,,,5000.0,6806,
6807,604 - Office Use,,,,,,48,3.0,,,,,,5000.0,6807,
6808,604 - Waterfront Commercial,,65.0,10.0,10.0,10.0,48,1.0,,,,35.0,,20000.0,6808,
6810,604 - Industrial & Office Use,,60.0,,,,48,0.5,,,,70.0,,10000.0,6810,
6811,604 - Hotels/Motels,,,,,,48,3.0,,,,,,,6811,
6812,604 - Restaurants,,,,,,48,3.0,,,,,,,6812,
6813,604 - Institutions,,,,,,48,1.5,,,,,,,6813,
6814,604 - Community Park,,,,,,48,,,,,,,,6814,
6815,604 - Preserve,,,,,,48,,,,,,,,6815,
6816,604 - Other,,,,,,48,,,,,,,,6816,
6901,605 - Residential Single Family,,,,,,49,,,,30.0,,,,6901,
6902,605 - Commercial,,,,,,49,1.5,,,75.0,50.0,,,6902,
6903,605 - Planned Development,,,10.0,,,49,3.0,,,30.0,75.0,,,6903,
6904,605 - Cemetary,,,,,,49,,,,,,,,6904,
6905,605 - Executive Administrative,,,,,,49,1.0,,,,50.0,,,6905,
6906,605 - Public,,,,,,49,1.0,,,,50.0,,,6906,
7001,606 - Low Density Residential,,,,,,50,,,,14.5,,,3000.0,7001,
7002,606 - Medium-Low Density Residential,,,,,,50,,,,20.0,,,2500.0,7002,
7003,606 - Medium Density Residential,,,,,,50,,,,35.0,,,2500.0,7003,
7004,606 - High Density Residential,,,,,,50,,,,50.0,,,2500.0,7004,
7005,606 - Retail and Office,,,,,,50,5.0,,,,,,,7005,
7006,606 - Office,,,,,,50,3.5,,,,,,,7006,
7007,606 - Service,,,,,,50,3.0,,,,,,,7007,
7008,606 - Neighborhood Commercial,,,,,,50,1.0,,,,,,,7008,
7009,606 - Residential Retail,,,,,,50,1.0,,,75.0,,,,7009,
7010,606 - Industrial,,,,,,50,1.0,,,,,,,7010,
7011,606 - Recreation-Private,,,,,,50,,,,,,,,7011,
7012,606 - Recreation-Public,,,,,,50,,,,,,,,7012,
7013,606 - Preservation,,,,,,50,,,,,,,,7013,
7014,606 - Open Space,,,,,,50,,,,2.0,,,,7014,
7015,606 - Government Facilities,,,,,,50,1.5,,,,,,,7015,
7016,606 - Schools,,,,,,50,,,,,,,,7016,
7017,606 - Public Utilities,,,,,,50,1.5,,,,,,,7017,
7018,606 - Churches,,,,,,50,,,,,,,,7018,
7019,606 - Hospitals,,,,,,50,3.0,,,,,,,7019,
7101,621 - Low/Medium Density Residential,,,,,,51,,,,8.0,,,,7101,
7102,621 - Medium/High Density Residential,,,,,,51,,,,17.0,,,,7102,
7103,621 - High Density Residential,,,,,,51,,,,40.0,,,,7103,
7104,621 - General Commercial,,,,,,51,2.0,,,75.0,,,,7104,
7105,621 - Neighborhood Commercial,,,,,,51,1.0,,,75.0,,,,7105,
7106,621 - Office,,,,,,51,2.0,,,75.0,,,,7106,
7107,621 - General Industrial,,,,,,51,2.0,,,75.0,,,,7107,
7108,621 - Heavy Industrial,,,,,,51,0.6,,,,,,,7108,
7109,621 - Industrial Buffer,,,,,,51,0.5,,,75.0,,,,7109,
7110,621 - Community Open Space Conservation,,,,,,51,0.4,,,,,,,7110,
7111,621 - Resource Management,,,,,,51,0.4,,,,,,,7111,
7201,404 - Master-Planned Residential,,28.0,,,,52,0.35,,,10.0,,,,7201,
7202,404 - Mixed Residential,,28.0,,,,52,0.4,,,10.0,,,,7202,
7203,404 - Mobile Home Park,,28.0,,,,52,0.35,,,10.0,,,,7203,
7204,404 - Single Family Residential,,28.0,,,,52,0.35,,,7.0,,,,7204,
7206,404 - Old Town Commercial,,30.0,,,,52,0.35,,,8.0,,,,7206,
7207,404 - Primary Commercial,,30.0,,,,52,0.35,,,10.0,,,,7207,
7208,404 - Residential Scaled Commercial,,30.0,,,,52,0.35,,,,,,,7208,
7209,404 - Agricultural,,,,,,52,,,,,,,,7209,
7210,404 - Parks & Playfields,,,,,,52,,,,,,,,7210,
7301,RE,,35.0,,,,53,,,,2.0,,,,7301,
7302,RL,,35.0,,,,53,,,,5.0,,,,7302,
7305,RM,,42.0,,,,53,,,,12.0,,,,7305,
7307,RH-2,,42.0,,,,53,,,,20.0,,,,7307,
7308,CN,,42.0,40.0,,,53,1.5,,,20.0,,,,7308,
7309,CC,,42.0,40.0,,,53,1.5,,,35.0,,,,7309,
7311,CR,,35.0,,,,53,,,,0.025,,,,7311,
7313,I,,40.0,30.0,,,53,0.7,,,,,,,7313,
7314,A,,,,,,53,,,,0.025,,,,7314,
7316,P,,,,,,53,1.0,,,,,,,7316,
7317,SS,,,,,,53,,,,0.025,,,,7317,
7318,TC,,,,,,53,1.75,,,50.0,,,,7318,
7319,SP-1:CR,,42.0,,,,53,,,,16.0,,,,7319,
7322,SP-1:SF,,35.0,,,,53,,,,5.0,,,,7322,
7401,401 - Rural Residential,,30.0,,,,54,,,,0.5,,,,7401,
7402,401 - Rural Residential - Hillside,,30.0,,,,54,,,,0.5,,,,7402,
7403,401 - Low Density Residential (1 - 4 dwelling units per acre),,30.0,,,,54,,,,4.0,,,,7403,
7404,401 - Medium Density Residential (4 - 10 dwelling units per acre),,30.0,,,,54,,,,10.0,,,,7404,
7405,401 - High Density Residential/Office (10 - 20 dwelling units per acre),,30.0,,,,54,0.8,,,20.0,,,,7405,
7406,401 - Downtown Commercial,,30.0,,,,54,2.0,,,20.0,,,,7406,
7407,401 - Community Commercial,,30.0,,,,54,0.8,,,20.0,,,,7407,
7408,401 - Airport Commercial,,30.0,,,,54,0.1,,,,,,,7408,
7409,401 - Light Industrial,,30.0,,,,54,0.6,,,,,,,7409,
7410,401 - Public/Quasi-Public,,30.0,20.0,,,54,0.8,,,,,,,7410,
7501,RS-40,,30.0,30.0,30.0,30.0,55,0.3,,,1.089,20.0,,40000.0,7501,
7502,RS-20,,30.0,30.0,30.0,30.0,55,0.3,,,2.178,25.0,,20000.0,7502,
7503,RS-10,,30.0,20.0,20.0,30.0,55,0.3,,,4.356,30.0,,10000.0,7503,
7504,RS-7,,30.0,20.0,15.0,20.0,55,0.3,,,6.2228571420000005,35.0,,7000.0,7504,
7505,RS-5,,30.0,20.0,15.0,20.0,55,0.3,,,8.712,45.0,,5000.0,7505,
7506,RS-4,,30.0,20.0,15.0,15.0,55,0.3,,,10.89,50.0,,4000.0,7506,
7507,RI-20,,30.0,30.0,30.0,30.0,55,0.3,,,6.534,25.0,,20000.0,7507,
7508,RI-10,,30.0,20.0,20.0,30.0,55,0.3,,,13.068,30.0,,10000.0,7508,
7509,RI-7,,30.0,20.0,15.0,20.0,55,0.3,,,18.668571428,35.0,,7000.0,7509,
7510,RI-5,,30.0,20.0,15.0,20.0,55,0.3,,,26.136,45.0,,5000.0,7510,
7511,RI-4,,30.0,20.0,15.0,15.0,55,0.3,,,32.67,50.0,,4000.0,7511,
7513,RT-5,,30.0,20.0,15.0,20.0,55,0.3,,,26.136,45.0,,5000.0,7513,
7515,RM,,35.0,,,,55,0.3,,,40.0,,,,7515,
7516,CT,,40.0,15.0,,,55,1.0,,,,,,,7516,
7517,CL,,30.0,15.0,,,55,0.35,,,25.0,,,,7517,
7518,CC,,40.0,15.0,,,55,0.4,,,40.0,,,5000.0,7518,
7519,OC,,40.0,20.0,15.0,,55,0.4,,,40.0,,,5000.0,7519,
7520,OM,,40.0,20.0,15.0,,55,0.4,,,,,,,7520,
7521,IP-A,,50.0,,,,55,0.4,,,,,,,7521,
7522,IP-B,,30.0,,,,55,0.4,,,,,,,7522,
7523,IP-C,,30.0,,,,55,0.4,,,,,,,7523,
7524,IL,,40.0,,,,55,0.5,,,,,,,7524,
7525,CD,,40.0,15.0,,,55,1.25,,,40.0,,,,7525,
7526,CDP,,40.0,15.0,,,55,4.0,,,45.0,,,,7526,
7528,MU-T,,50.0,15.0,,,55,2.0,,,40.0,,,,7528,
7529,MU-G,,40.0,15.0,,,55,2.0,,,40.0,,,10000.0,7529,
7530,RO,,35.0,20.0,15.0,,55,0.4,,,15.0,,,5000.0,7530,
7531,MP-G,,50.0,,,,55,0.4,,,40.0,,,,7531,
7532,MP-S,,,,,,55,,,,25.0,,,,7532,
7533,PQ,,,,,,55,0.4,,,,,,,7533,
7535,AR,,,,,,55,,,,0.05,,,,7535,
7536,POS,,,,,,55,,,,,,,,7536,
7601,403 - Low Density Residential,,30.0,20.0,20.0,20.0,56,,,,5.0,35.0,,,7601,
7602,403 - Medium Density Residential,,30.0,20.0,20.0,20.0,56,,,,16.0,45.0,,,7602,
7603,403 - Higher Density Residential,,35.0,20.0,20.0,20.0,56,,,,28.0,45.0,,,7603,
7605,403 - Central Business,,35.0,0.0,0.0,0.0,56,2.0,,,,,,5000.0,7605,
7606,403 - Service Commercial,,35.0,0.0,25.0,15.0,56,0.5,,,,,,10000.0,7606,
7607,403 - Office,,30.0,20.0,10.0,15.0,56,0.5,,,,,,7000.0,7607,
7608,403 - Industrial,,45.0,,,,56,0.5,,,,,,20000.0,7608,
7609,403 - Railroad,,,,,,56,,,,,,,,7609,
7610,403 - Agriculture,,30.0,,,,56,,,,0.2,,,217800.0,7610,
7611,403 - Woodlands & Watershed,,35.0,,,,56,,,,0.2,10.0,,217800.0,7611,
7612,403 - Public & Semi-Public,,,,,,56,0.5,,,,,,,7612,
7613,403 - Park,,,,,,56,,,,,,,,7613,
7614,403 - Open Space,,,,,,56,,,,,,,,7614,
7701,MD SFR,,26.0,,5.0,20.0,57,0.5,,,6.0,50.0,,7500.0,7701,
7702,LD SFR,,28.0,,10.0,20.0,57,0.33,,,3.0,30.0,,15000.0,7702,
7703,HD SFR,,28.0,0.0,5.0,20.0,57,0.5,,,5.808,50.0,,7500.0,7703,
7704,MD MFR,,28.0,,5.0,20.0,57,,,,20.0,60.0,,6000.0,7704,
7705,HD MFR,,36.0,,15.0,20.0,57,1.75,,,35.0,60.0,,6000.0,7705,
7706,Commercial,,36.0,,,,57,1.0,,,50.0,50.0,,5000.0,7706,
7707,Private Recreation,,,,,,57,,,,,,,,7707,
7708,Open Space,,,,,,57,,,,,,,,7708,
7709,Church/School,,,,,,57,,,,,,,,7709,
7710,Park/Public Facility,,,,,,57,1.0,,,,,,,7710,
7801,OR,,30.0,35.0,25.0,100.0,58,,,,0.2,,,217800.0,7801,
7802,HR,,30.0,25.0,10.0,35.0,58,,,,2.2,25.0,,20000.0,7802,
7803,LDR,,30.0,20.0,6.0,25.0,58,,,,6.0,30.0,,7500.0,7803,
7804,MDR,,30.0,20.0,6.0,25.0,58,,,,11.0,35.0,,8000.0,7804,
7805,HDMFR,,30.0,20.0,6.0,25.0,58,,,,31.5,35.0,,8000.0,7805,
7806,RSC,,35.0,60.0,0.0,0.0,58,0.34,,,,,,10000.0,7806,
7807,Com,,30.0,15.0,0.0,0.0,58,0.34,,,,,,,7807,
7808,Off,,,,,,58,0.34,,,,,,8000.0,7808,
7809,MUC,,35.0,15.0,0.0,0.0,58,0.34,,,25.0,,,6000.0,7809,
7810,MU,,30.0,15.0,0.0,0.0,58,1.0,,,31.0,,,8000.0,7810,
7811,MUG,,35.0,30.0,25.0,30.0,58,0.34,,,40.0,,,20000.0,7811,
7812,MURSC,,35.0,60.0,0.0,0.0,58,0.47,,,9.4,,,10000.0,7812,
7813,POS,,35.0,,,,58,,,,,,,,7813,
7814,HOS,,,,,,58,,,,,,,,7814,
7815,WM,,,,,,58,,,,,,,,7815,
7816,PF,,35.0,,,,58,0.35,,,,,,,7816,
7817,Water,,,,,,58,,,,,,,,7817,
7901,Residential .25,,28.5,6.0,5.0,6.0,59,,,,0.25,,,6000.0,7901,
7902,Residential 1 - 6,,28.5,6.0,5.0,6.0,59,,,,6.0,,,5500.0,7902,
